,date,trial_end_date,h_clients_hk,Test_group,Prolongation_tariff,prolongation_date,price_payed,converted,,,,profi,1390,258,,,,,,,,
246,20.03.2026,20.03.2026,Client_id_246,A,profi,24.03.2026,1390,1,,,,,,,,,,,,,,
247,16.03.2026,16.03.2026,Client_id_247,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
248,21.03.2026,21.03.2026,Client_id_248,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
249,20.03.2026,20.03.2026,Client_id_249,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
250,17.03.2026,17.03.2026,Client_id_250,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
251,17.03.2026,17.03.2026,Client_id_251,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
252,21.03.2026,21.03.2026,Client_id_252,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
253,21.03.2026,21.03.2026,Client_id_253,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
254,18.03.2026,18.03.2026,Client_id_254,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
255,20.03.2026,20.03.2026,Client_id_255,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
256,21.03.2026,21.03.2026,Client_id_256,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
257,16.03.2026,16.03.2026,Client_id_257,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
258,17.03.2026,17.03.2026,Client_id_258,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
259,17.03.2026,17.03.2026,Client_id_259,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
260,16.03.2026,16.03.2026,Client_id_260,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
261,19.03.2026,19.03.2026,Client_id_261,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
262,18.03.2026,18.03.2026,Client_id_262,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
263,20.03.2026,20.03.2026,Client_id_263,A,profi,23.03.2026,1390,1,,,,,,,,,,,,,,
264,18.03.2026,18.03.2026,Client_id_264,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
265,18.03.2026,18.03.2026,Client_id_265,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
266,17.03.2026,17.03.2026,Client_id_266,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
267,20.03.2026,20.03.2026,Client_id_267,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
268,21.03.2026,21.03.2026,Client_id_268,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
269,22.03.2026,22.03.2026,Client_id_269,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
270,20.03.2026,20.03.2026,Client_id_270,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
271,16.03.2026,16.03.2026,Client_id_271,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
272,19.03.2026,19.03.2026,Client_id_272,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
273,21.03.2026,21.03.2026,Client_id_273,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
274,17.03.2026,17.03.2026,Client_id_274,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
275,18.03.2026,18.03.2026,Client_id_275,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
276,17.03.2026,17.03.2026,Client_id_276,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
277,17.03.2026,17.03.2026,Client_id_277,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
278,19.03.2026,19.03.2026,Client_id_278,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
279,22.03.2026,22.03.2026,Client_id_279,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
280,16.03.2026,16.03.2026,Client_id_280,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
281,18.03.2026,18.03.2026,Client_id_281,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
282,20.03.2026,20.03.2026,Client_id_282,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
283,20.03.2026,20.03.2026,Client_id_283,A,business_plus,03.04.2026,2700,0,,,,,,,,,,,,,,
284,17.03.2026,17.03.2026,Client_id_284,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
285,17.03.2026,17.03.2026,Client_id_285,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
286,18.03.2026,18.03.2026,Client_id_286,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
287,17.03.2026,17.03.2026,Client_id_287,A,business,19.03.2026,2200,1,,,,,,,,,,,,,,
288,22.03.2026,22.03.2026,Client_id_288,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
289,18.03.2026,18.03.2026,Client_id_289,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
290,16.03.2026,16.03.2026,Client_id_290,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
291,17.03.2026,17.03.2026,Client_id_291,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
292,18.03.2026,18.03.2026,Client_id_292,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
293,17.03.2026,17.03.2026,Client_id_293,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
294,21.03.2026,21.03.2026,Client_id_294,A,business,02.04.2026,2200,0,,,,,,,,,,,,,,
295,19.03.2026,19.03.2026,Client_id_295,A,business,31.03.2026,2200,0,,,,,,,,,,,,,,
296,21.03.2026,21.03.2026,Client_id_296,A,profi,29.03.2026,1390,1,,,,,,,,,,,,,,
297,21.03.2026,21.03.2026,Client_id_297,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
298,18.03.2026,18.03.2026,Client_id_298,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
299,22.03.2026,22.03.2026,Client_id_299,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
300,18.03.2026,18.03.2026,Client_id_300,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
301,16.03.2026,16.03.2026,Client_id_301,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
302,22.03.2026,22.03.2026,Client_id_302,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
303,18.03.2026,18.03.2026,Client_id_303,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
304,18.03.2026,18.03.2026,Client_id_304,A,profi,20.03.2026,1390,1,,,,,,,,,,,,,,
305,22.03.2026,22.03.2026,Client_id_305,A,profi,30.03.2026,1390,1,,,,,,,,,,,,,,
306,21.03.2026,21.03.2026,Client_id_306,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
307,17.03.2026,17.03.2026,Client_id_307,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
308,18.03.2026,18.03.2026,Client_id_308,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
309,17.03.2026,17.03.2026,Client_id_309,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
310,17.03.2026,17.03.2026,Client_id_310,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
311,22.03.2026,22.03.2026,Client_id_311,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
312,19.03.2026,19.03.2026,Client_id_312,A,business_plus,25.03.2026,2700,1,,,,,,,,,,,,,,
313,19.03.2026,19.03.2026,Client_id_313,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
314,18.03.2026,18.03.2026,Client_id_314,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
315,18.03.2026,18.03.2026,Client_id_315,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
316,19.03.2026,19.03.2026,Client_id_316,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
317,20.03.2026,20.03.2026,Client_id_317,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
318,22.03.2026,22.03.2026,Client_id_318,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
319,17.03.2026,17.03.2026,Client_id_319,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
320,20.03.2026,20.03.2026,Client_id_320,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
321,17.03.2026,17.03.2026,Client_id_321,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
322,20.03.2026,20.03.2026,Client_id_322,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
323,16.03.2026,16.03.2026,Client_id_323,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
324,18.03.2026,18.03.2026,Client_id_324,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
325,21.03.2026,21.03.2026,Client_id_325,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
326,20.03.2026,20.03.2026,Client_id_326,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
327,20.03.2026,20.03.2026,Client_id_327,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
328,22.03.2026,22.03.2026,Client_id_328,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
329,17.03.2026,17.03.2026,Client_id_329,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
330,18.03.2026,18.03.2026,Client_id_330,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
331,17.03.2026,17.03.2026,Client_id_331,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
332,16.03.2026,16.03.2026,Client_id_332,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
333,16.03.2026,16.03.2026,Client_id_333,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
334,17.03.2026,17.03.2026,Client_id_334,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
335,18.03.2026,18.03.2026,Client_id_335,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
336,16.03.2026,16.03.2026,Client_id_336,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
337,19.03.2026,19.03.2026,Client_id_337,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
338,20.03.2026,20.03.2026,Client_id_338,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
339,17.03.2026,17.03.2026,Client_id_339,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
340,16.03.2026,16.03.2026,Client_id_340,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
341,19.03.2026,19.03.2026,Client_id_341,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
342,19.03.2026,19.03.2026,Client_id_342,A,profi,24.03.2026,1390,1,,,,,,,,,,,,,,
343,22.03.2026,22.03.2026,Client_id_343,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
344,19.03.2026,19.03.2026,Client_id_344,A,profi,29.03.2026,1390,1,,,,,,,,,,,,,,
345,18.03.2026,18.03.2026,Client_id_345,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
346,17.03.2026,17.03.2026,Client_id_346,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
347,21.03.2026,21.03.2026,Client_id_347,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
348,16.03.2026,16.03.2026,Client_id_348,A,business_plus,26.03.2026,2700,1,,,,,,,,,,,,,,
349,22.03.2026,22.03.2026,Client_id_349,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
350,21.03.2026,21.03.2026,Client_id_350,A,profi,30.03.2026,1390,1,,,,,,,,,,,,,,
351,16.03.2026,16.03.2026,Client_id_351,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
352,18.03.2026,18.03.2026,Client_id_352,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
353,17.03.2026,17.03.2026,Client_id_353,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
354,17.03.2026,17.03.2026,Client_id_354,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
355,19.03.2026,19.03.2026,Client_id_355,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
356,17.03.2026,17.03.2026,Client_id_356,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
357,20.03.2026,20.03.2026,Client_id_357,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
358,21.03.2026,21.03.2026,Client_id_358,A,profi,26.03.2026,1390,1,,,,,,,,,,,,,,
359,16.03.2026,16.03.2026,Client_id_359,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
360,19.03.2026,19.03.2026,Client_id_360,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
361,22.03.2026,22.03.2026,Client_id_361,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
362,22.03.2026,22.03.2026,Client_id_362,A,profi,05.04.2026,1390,0,,,,,,,,,,,,,,
363,18.03.2026,18.03.2026,Client_id_363,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
364,21.03.2026,21.03.2026,Client_id_364,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
365,20.03.2026,20.03.2026,Client_id_365,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
366,17.03.2026,17.03.2026,Client_id_366,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
367,18.03.2026,18.03.2026,Client_id_367,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
368,17.03.2026,17.03.2026,Client_id_368,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
369,17.03.2026,17.03.2026,Client_id_369,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
370,19.03.2026,19.03.2026,Client_id_370,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
371,19.03.2026,19.03.2026,Client_id_371,A,profi,21.03.2026,1390,1,,,,,,,,,,,,,,
372,18.03.2026,18.03.2026,Client_id_372,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
373,22.03.2026,22.03.2026,Client_id_373,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
374,18.03.2026,18.03.2026,Client_id_374,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
375,22.03.2026,22.03.2026,Client_id_375,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
376,19.03.2026,19.03.2026,Client_id_376,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
377,17.03.2026,17.03.2026,Client_id_377,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
378,22.03.2026,22.03.2026,Client_id_378,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
379,16.03.2026,16.03.2026,Client_id_379,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
380,20.03.2026,20.03.2026,Client_id_380,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
381,19.03.2026,19.03.2026,Client_id_381,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
382,18.03.2026,18.03.2026,Client_id_382,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
383,18.03.2026,18.03.2026,Client_id_383,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
384,19.03.2026,19.03.2026,Client_id_384,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
385,21.03.2026,21.03.2026,Client_id_385,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
386,19.03.2026,19.03.2026,Client_id_386,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
387,19.03.2026,19.03.2026,Client_id_387,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
388,18.03.2026,18.03.2026,Client_id_388,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
389,21.03.2026,21.03.2026,Client_id_389,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
390,22.03.2026,22.03.2026,Client_id_390,A,profi,25.03.2026,1390,1,,,,,,,,,,,,,,
391,18.03.2026,18.03.2026,Client_id_391,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
392,16.03.2026,16.03.2026,Client_id_392,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
393,16.03.2026,16.03.2026,Client_id_393,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
394,18.03.2026,18.03.2026,Client_id_394,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
395,16.03.2026,16.03.2026,Client_id_395,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
396,22.03.2026,22.03.2026,Client_id_396,A,profi,24.03.2026,1390,1,,,,,,,,,,,,,,
397,18.03.2026,18.03.2026,Client_id_397,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
398,16.03.2026,16.03.2026,Client_id_398,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
399,20.03.2026,20.03.2026,Client_id_399,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
400,22.03.2026,22.03.2026,Client_id_400,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
401,21.03.2026,21.03.2026,Client_id_401,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
402,21.03.2026,21.03.2026,Client_id_402,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
403,21.03.2026,21.03.2026,Client_id_403,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
404,16.03.2026,16.03.2026,Client_id_404,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
405,22.03.2026,22.03.2026,Client_id_405,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
406,17.03.2026,17.03.2026,Client_id_406,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
407,22.03.2026,22.03.2026,Client_id_407,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
408,16.03.2026,16.03.2026,Client_id_408,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
409,19.03.2026,19.03.2026,Client_id_409,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
410,21.03.2026,21.03.2026,Client_id_410,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
411,17.03.2026,17.03.2026,Client_id_411,A,profi,28.03.2026,1390,0,,,,,,,,,,,,,,
412,22.03.2026,22.03.2026,Client_id_412,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
413,21.03.2026,21.03.2026,Client_id_413,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
414,22.03.2026,22.03.2026,Client_id_414,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
415,20.03.2026,20.03.2026,Client_id_415,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
416,19.03.2026,19.03.2026,Client_id_416,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
417,18.03.2026,18.03.2026,Client_id_417,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
418,22.03.2026,22.03.2026,Client_id_418,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
419,21.03.2026,21.03.2026,Client_id_419,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
420,20.03.2026,20.03.2026,Client_id_420,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
421,17.03.2026,17.03.2026,Client_id_421,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
422,18.03.2026,18.03.2026,Client_id_422,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
423,16.03.2026,16.03.2026,Client_id_423,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
424,19.03.2026,19.03.2026,Client_id_424,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
425,18.03.2026,18.03.2026,Client_id_425,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
426,22.03.2026,22.03.2026,Client_id_426,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
427,21.03.2026,21.03.2026,Client_id_427,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
428,19.03.2026,19.03.2026,Client_id_428,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
429,16.03.2026,16.03.2026,Client_id_429,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
430,16.03.2026,16.03.2026,Client_id_430,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
431,16.03.2026,16.03.2026,Client_id_431,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
432,17.03.2026,17.03.2026,Client_id_432,A,profi,18.03.2026,1390,1,,,,,,,,,,,,,,
433,20.03.2026,20.03.2026,Client_id_433,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
434,18.03.2026,18.03.2026,Client_id_434,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
435,20.03.2026,20.03.2026,Client_id_435,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
436,21.03.2026,21.03.2026,Client_id_436,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
437,21.03.2026,21.03.2026,Client_id_437,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
438,22.03.2026,22.03.2026,Client_id_438,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
439,16.03.2026,16.03.2026,Client_id_439,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
440,20.03.2026,20.03.2026,Client_id_440,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
441,20.03.2026,20.03.2026,Client_id_441,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
442,20.03.2026,20.03.2026,Client_id_442,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
443,16.03.2026,16.03.2026,Client_id_443,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
444,17.03.2026,17.03.2026,Client_id_444,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
445,22.03.2026,22.03.2026,Client_id_445,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
446,18.03.2026,18.03.2026,Client_id_446,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
447,17.03.2026,17.03.2026,Client_id_447,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
448,16.03.2026,16.03.2026,Client_id_448,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
449,18.03.2026,18.03.2026,Client_id_449,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
450,20.03.2026,20.03.2026,Client_id_450,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
451,21.03.2026,21.03.2026,Client_id_451,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
452,22.03.2026,22.03.2026,Client_id_452,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
453,18.03.2026,18.03.2026,Client_id_453,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
454,17.03.2026,17.03.2026,Client_id_454,A,profi,19.03.2026,1390,1,,,,,,,,,,,,,,
455,20.03.2026,20.03.2026,Client_id_455,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
456,17.03.2026,17.03.2026,Client_id_456,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
457,19.03.2026,19.03.2026,Client_id_457,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
458,17.03.2026,17.03.2026,Client_id_458,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
459,17.03.2026,17.03.2026,Client_id_459,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
460,21.03.2026,21.03.2026,Client_id_460,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
461,19.03.2026,19.03.2026,Client_id_461,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
462,20.03.2026,20.03.2026,Client_id_462,A,profi,29.03.2026,1390,1,,,,,,,,,,,,,,
463,21.03.2026,21.03.2026,Client_id_463,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
464,16.03.2026,16.03.2026,Client_id_464,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
465,21.03.2026,21.03.2026,Client_id_465,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
466,20.03.2026,20.03.2026,Client_id_466,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
467,18.03.2026,18.03.2026,Client_id_467,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
468,21.03.2026,21.03.2026,Client_id_468,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
469,19.03.2026,19.03.2026,Client_id_469,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
470,20.03.2026,20.03.2026,Client_id_470,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
471,21.03.2026,21.03.2026,Client_id_471,A,business,27.03.2026,2200,1,,,,,,,,,,,,,,
472,16.03.2026,16.03.2026,Client_id_472,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
473,16.03.2026,16.03.2026,Client_id_473,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
474,19.03.2026,19.03.2026,Client_id_474,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
475,21.03.2026,21.03.2026,Client_id_475,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
476,16.03.2026,16.03.2026,Client_id_476,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
477,18.03.2026,18.03.2026,Client_id_477,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
478,17.03.2026,17.03.2026,Client_id_478,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
479,20.03.2026,20.03.2026,Client_id_479,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
480,16.03.2026,16.03.2026,Client_id_480,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
481,18.03.2026,18.03.2026,Client_id_481,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
482,19.03.2026,19.03.2026,Client_id_482,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
483,17.03.2026,17.03.2026,Client_id_483,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
484,21.03.2026,21.03.2026,Client_id_484,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
485,21.03.2026,21.03.2026,Client_id_485,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
486,19.03.2026,19.03.2026,Client_id_486,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
487,16.03.2026,16.03.2026,Client_id_487,A,business_plus,17.03.2026,2700,1,,,,,,,,,,,,,,
488,16.03.2026,16.03.2026,Client_id_488,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
489,19.03.2026,19.03.2026,Client_id_489,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
490,22.03.2026,22.03.2026,Client_id_490,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
491,19.03.2026,19.03.2026,Client_id_491,A,profi,23.03.2026,1390,1,,,,,,,,,,,,,,
492,17.03.2026,17.03.2026,Client_id_492,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
493,18.03.2026,18.03.2026,Client_id_493,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
494,17.03.2026,17.03.2026,Client_id_494,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
495,22.03.2026,22.03.2026,Client_id_495,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
496,22.03.2026,22.03.2026,Client_id_496,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
497,17.03.2026,17.03.2026,Client_id_497,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
498,16.03.2026,16.03.2026,Client_id_498,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
499,19.03.2026,19.03.2026,Client_id_499,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
500,18.03.2026,18.03.2026,Client_id_500,A,profi,30.03.2026,1390,0,,,,,,,,,,,,,,
501,21.03.2026,21.03.2026,Client_id_501,A,profi,02.04.2026,1390,0,,,,,,,,,,,,,,
502,20.03.2026,20.03.2026,Client_id_502,A,business,28.03.2026,2200,1,,,,,,,,,,,,,,
503,21.03.2026,21.03.2026,Client_id_503,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
504,22.03.2026,22.03.2026,Client_id_504,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
505,19.03.2026,19.03.2026,Client_id_505,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
506,21.03.2026,21.03.2026,Client_id_506,A,profi,02.04.2026,1390,0,,,,,,,,,,,,,,
507,20.03.2026,20.03.2026,Client_id_507,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
508,22.03.2026,22.03.2026,Client_id_508,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
509,16.03.2026,16.03.2026,Client_id_509,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
510,16.03.2026,16.03.2026,Client_id_510,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
511,21.03.2026,21.03.2026,Client_id_511,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
